Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
126,5898,2,0,366,1,145,38,103,33,3,0,2,646,168,76,22,3215,1258,2,241
126,4864,2,0,366,1,183,39,103,33,3,0,3,590,215,76,22,3206,1160,2,241
126,3857,2,0,614,1,12,39,103,33,3,0,2,716,186,81,22,3194,1186,2,241
126,1972,3,0,288,4,129,42,103,33,4,1,1,633,207,133,22,3225,1132,2,241
126,4260,2,0,627,1,163,42,103,33,3,0,4,650,134,66,22,3194,1266,2,241
126,1410,2,0,793,3,21,42,103,33,3,1,3,905,204,66,22,3047,946,2,241
126,3309,1,2,151,0,79,45,103,33,2,0,1,118,122,126,22,3108,1065,2,241
126,1896,1,0,275,4,112,46,103,33,2,0,1,118,160,126,22,3097,982,2,241
126,35,2,0,529,1,163,50,103,33,3,0,4,590,117,66,22,3196,1055,2,241
126,2782,2,0,184,3,143,50,103,33,3,1,2,178,3,66,22,3169,1343,2,241
126,3314,2,1,281,1,12,1,103,33,3,1,1,90,192,130,22,3051,939,2,241
126,3428,2,0,449,0,21,2,103,33,3,0,4,684,210,76,22,3181,1191,2,241
126,4984,3,0,486,1,50,2,103,33,4,0,4,556,180,72,22,3064,882,2,241
126,1202,1,0,523,1,12,2,103,33,2,0,1,655,162,66,22,3130,1058,2,241
126,2746,2,0,502,1,163,2,103,33,3,0,3,617,88,66,22,3183,988,2,241
126,4344,4,0,617,1,163,4,103,33,5,3,4,645,260,66,22,3162,1189,2,241
126,5973,1,2,13,3,12,7,103,33,2,0,1,0,55,86,22,3054,982,2,241
126,82,2,1,184,1,50,7,103,33,3,0,1,278,138,86,22,3187,1111,2,241
126,2738,2,0,597,1,50,7,103,33,3,0,2,730,171,76,22,3188,1252,2,241
126,5483,1,2,62,1,112,7,103,33,2,0,1,0,77,86,22,3109,979,2,241
126,1349,2,0,174,1,104,12,103,33,3,0,1,273,192,116,22,3237,920,2,241
126,4347,2,0,334,1,194,12,103,33,3,0,1,566,182,76,22,3161,847,2,241
126,260,2,0,138,0,143,12,103,33,3,0,2,0,116,76,22,3165,1339,2,241
126,2120,1,2,128,3,21,12,103,33,2,0,2,154,88,116,22,3186,1253,2,241
126,4171,2,0,256,1,21,13,103,33,3,0,1,615,95,66,22,3221,1156,2,241
126,464,2,0,488,1,50,16,103,33,3,0,4,654,129,76,22,3168,935,2,241
126,116,3,1,363,1,143,16,103,33,3,1,1,205,224,130,22,3182,1118,2,241
126,2194,3,1,361,1,194,17,103,33,4,2,2,0,194,130,22,3066,908,2,241
126,1211,2,0,564,1,12,18,103,33,3,1,2,730,267,86,22,3230,1205,2,241
126,2304,2,2,192,3,12,18,103,33,3,0,2,141,120,130,22,3072,960,2,241
126,4431,2,0,319,1,12,19,103,33,3,0,2,600,212,76,22,3186,1230,2,241
126,331,1,2,382,1,163,19,103,33,2,0,2,206,105,128,22,3044,933,2,241
126,1047,2,0,499,1,163,19,103,33,3,0,1,745,131,76,22,3230,1067,2,241
126,4839,3,0,395,1,163,22,103,33,3,0,2,580,192,76,22,3186,1042,2,241
126,658,2,0,349,1,163,22,103,33,3,0,4,491,208,84,22,3139,863,2,241
126,419,2,1,288,3,163,24,103,33,3,1,2,166,189,126,22,3107,1096,2,241
126,4386,3,0,349,3,163,25,103,33,4,0,2,536,238,84,22,3211,860,2,241
126,4406,3,0,964,1,12,27,103,33,4,2,2,643,289,130,22,3053,1094,2,241
126,1194,2,0,349,3,12,27,103,33,3,0,2,549,224,76,22,3179,1111,2,241
126,3055,2,0,309,0,12,27,103,33,3,1,2,535,217,91,22,3210,864,2,241
126,5244,2,0,561,3,163,28,103,33,3,0,4,547,122,76,22,3073,1174,2,241
126,3308,1,2,187,1,194,28,103,33,2,0,1,130,103,128,22,3098,917,2,241
126,4784,1,0,535,1,12,28,103,33,2,0,1,618,101,71,22,3117,1156,2,241
126,671,3,0,809,0,12,32,103,33,4,1,8,878,410,52,22,3122,1092,2,241
126,1566,3,0,395,1,163,32,103,33,4,1,2,552,267,66,22,3183,1074,2,241
126,5528,2,0,449,1,12,32,103,33,3,0,3,655,202,66,22,3220,912,2,241
126,3362,1,0,134,1,163,32,103,33,2,0,1,126,81,129,22,3106,879,2,241
126,267,2,1,349,4,112,32,103,33,3,0,2,211,214,117,22,3144,881,2,241
126,3245,2,1,163,3,112,33,103,33,3,1,1,169,172,126,22,3233,1072,2,241
126,2638,2,0,436,1,12,34,103,33,3,0,2,607,164,66,22,3171,1032,2,241
126,2206,1,0,20,0,145,40,103,33,2,0,1,109,232,116,22,3215,1053,2,241
126,4326,3,0,631,1,163,40,103,33,4,1,4,718,292,86,22,3206,1189,2,241
126,3644,3,0,408,1,12,40,103,33,4,1,1,574,366,121,22,3218,1159,2,241
127,36,2,0,396,1,112,38,108,31,3,1,2,558,207,117,22,3085,718,6,20
127,3533,2,1,266,1,112,38,108,31,3,1,1,103,10,121,22,3116,764,6,20
127,4198,2,0,233,1,112,45,108,31,3,1,1,169,208,120,22,3085,765,6,20
127,3833,2,1,190,1,112,46,108,31,3,1,2,132,207,116,22,3089,763,6,20
127,1956,3,0,610,1,112,7,108,31,4,1,2,0,372,121,22,3140,806,6,20
127,5706,3,0,497,0,112,10,108,31,4,1,2,404,317,123,22,3173,776,6,20
127,4261,2,0,209,1,112,13,108,31,3,1,1,129,199,120,22,3104,762,6,20
127,4966,2,0,275,4,21,19,108,31,3,1,1,320,211,124,22,3149,790,6,20
127,2699,2,0,109,0,112,25,108,31,3,1,1,112,204,121,22,3083,758,6,20
127,1742,3,0,605,1,112,29,108,31,4,1,2,669,358,116,22,3126,778,6,20
127,5706,3,0,533,3,112,31,108,31,4,1,2,404,317,123,22,3173,776,6,20
130,2347,2,0,358,0,196,38,94,33,3,0,2,547,164,76,22,3054,1306,2,75
130,3062,2,0,469,3,21,38,94,33,3,0,2,674,130,86,22,3104,1309,2,75
130,1946,1,0,366,1,50,39,94,33,2,0,1,347,118,66,22,3004,1343,2,75
130,5715,2,0,395,1,194,39,94,33,3,0,1,554,153,86,22,3039,1354,2,75
130,3962,3,0,681,1,12,39,94,33,4,2,5,541,378,126,22,3034,1321,2,75
130,2897,2,0,617,1,71,42,94,33,3,1,2,542,189,66,22,3008,1301,2,75
130,2162,1,2,212,3,129,1,94,33,2,0,2,152,116,126,22,3028,1320,2,75
130,860,3,0,484,1,12,1,94,33,2,1,2,650,249,66,22,3134,1200,2,75
130,1347,3,0,350,1,194,1,94,33,4,1,1,413,240,86,22,3126,1204,2,75
130,2954,2,0,523,1,12,2,94,33,3,0,2,520,199,86,22,3061,1323,2,75
130,5578,2,0,605,1,163,2,94,33,3,1,2,515,164,76,22,3077,1189,2,75
130,2739,2,1,544,1,163,5,94,33,3,1,2,254,358,127,22,3007,1303,2,75
130,4150,2,0,533,1,12,7,94,33,3,0,1,518,162,76,22,3102,1266,2,75
130,5958,2,0,417,1,194,7,94,33,3,0,2,524,138,86,22,2997,1343,2,75
130,306,2,0,281,1,143,7,94,33,3,1,3,184,155,116,22,3107,1317,2,75
130,3,3,0,578,1,50,9,94,33,3,0,2,650,260,76,22,3149,1217,2,75
130,610,1,0,512,1,163,9,94,33,3,2,1,530,130,66,22,3072,1248,2,75
130,2666,1,0,281,3,163,10,94,33,2,0,3,541,129,76,22,3033,1299,2,75
130,245,2,1,238,0,143,13,94,33,3,1,2,188,162,128,22,3110,1233,2,75
130,2744,2,0,398,1,163,18,94,33,4,0,3,543,114,81,22,3026,1298,2,75
130,1797,2,0,288,3,21,22,94,33,3,0,3,560,212,76,22,3059,1240,2,75
130,598,1,0,56,4,163,22,94,33,2,0,1,202,2,86,22,3019,1206,2,75
130,6050,1,0,507,1,12,28,94,33,2,0,1,563,106,76,22,3070,1195,2,75
130,2122,1,1,190,1,112,29,94,33,2,0,1,91,149,128,22,3110,1235,2,75
130,2800,1,0,244,1,43,32,94,33,2,0,2,298,85,106,22,3033,1328,2,75
132,295,1,2,713,1,196,38,109,142,2,0,1,182,100,91,1,219,1953,5,176
132,5100,1,2,331,1,145,38,109,142,2,0,1,0,77,91,1,175,1972,5,176
132,3814,3,0,1465,1,115,38,109,142,3,2,2,651,427,131,1,175,2164,5,176
132,3746,3,0,1504,1,196,38,109,142,4,2,2,850,407,27,1,197,2039,5,176
132,4986,3,0,1355,1,70,39,109,142,4,1,3,638,284,45,1,240,2190,5,176
132,3164,3,0,1174,4,98,39,109,142,4,1,2,557,349,127,1,237,2276,5,176
132,2779,2,0,814,1,145,39,109,142,3,0,2,242,146,114,1,229,2264,5,176
132,5740,1,2,609,3,25,39,109,142,2,0,1,0,95,81,1,196,2144,5,176
132,5647,2,0,1155,0,70,42,109,142,3,0,3,543,182,71,1,189,2233,5,176
132,3357,1,2,557,1,196,45,109,142,2,0,1,44,98,101,1,197,2212,5,176
132,4673,1,2,375,0,141,45,109,142,2,0,1,0,131,121,1,206,1988,5,176
132,1177,3,0,1216,1,196,45,109,142,4,0,1,673,104,71,1,162,2195,5,176
132,5274,2,0,895,1,196,46,109,142,4,1,3,326,155,100,1,192,2071,5,176
132,3886,3,0,1500,4,70,1,109,142,4,2,3,710,432,40,1,236,1939,5,176
132,4280,3,0,985,0,70,1,109,142,4,2,2,350,324,130,1,201,2174,5,176
132,4845,3,0,1326,0,196,1,109,142,4,2,4,565,355,45,1,168,2049,5,176
132,4252,4,0,1262,1,25,1,109,142,4,1,2,650,329,66,1,175,2168,5,176
132,3544,3,0,1441,1,70,5,109,142,3,0,2,1005,241,23,1,161,1967,5,176
132,5250,4,0,1522,3,98,7,109,142,5,2,4,620,494,124,1,170,2068,5,176
132,5335,2,0,851,1,70,12,109,142,3,1,2,310,171,86,1,156,2153,5,176
132,3211,2,2,617,1,25,12,109,142,3,0,1,149,162,76,1,191,2168,5,176
132,309,2,0,1113,1,25,12,109,142,3,1,2,365,206,86,1,234,1902,5,176
132,3063,4,0,1492,1,98,16,109,142,3,1,2,775,307,24,1,199,2035,5,176
132,4058,1,2,688,1,141,17,109,142,2,1,1,179,168,86,1,160,1971,5,176
132,1521,4,0,1441,0,70,17,109,142,5,3,2,889,431,66,1,232,2264,5,176
132,5488,4,0,1225,0,25,18,109,142,5,1,2,598,469,66,1,155,2204,5,176
132,5043,3,0,1142,1,196,19,109,142,4,1,0,561,531,66,1,158,2230,5,176
132,676,4,0,1482,1,196,19,109,142,5,2,2,644,430,127,1,207,2092,5,176
132,4723,3,0,1369,0,70,25,109,142,4,2,4,533,411,116,1,230,1941,5,176
132,2334,2,1,879,1,70,27,109,142,3,1,1,308,210,103,1,195,2120,5,176
132,4810,3,0,1513,1,98,28,109,142,4,2,2,577,409,113,1,156,2045,5,176
132,1665,1,2,175,0,25,28,109,142,2,1,1,0,71,123,1,153,2246,5,176
132,3403,1,2,224,0,70,31,109,142,2,0,1,0,55,86,1,163,1988,5,176
132,5222,3,0,1113,1,25,31,109,142,4,2,2,512,335,66,1,208,2176,5,176
132,4478,3,0,1240,1,98,32,109,142,4,2,2,366,312,66,1,187,2063,5,176
132,1356,3,0,1260,1,141,33,109,142,4,1,1,617,278,52,1,247,2105,5,176
132,4217,3,0,1358,1,196,33,109,142,4,1,1,527,338,57,1,200,1939,5,176
132,4795,3,0,1381,1,25,34,109,142,5,1,2,597,367,45,1,184,2095,5,176
132,1726,3,0,1354,1,196,40,109,142,4,1,2,664,285,45,1,158,2077,5,176
133,5975,1,2,119,1,62,42,115,142,2,0,1,0,78,76,1,210,2381,5,64
133,252,2,0,748,1,25,18,115,142,2,1,2,346,210,66,1,167,2317,5,64
133,3888,2,0,863,1,70,19,115,142,3,0,3,533,138,86,1,169,2345,5,64
133,2092,1,2,607,1,25,19,115,142,2,0,1,171,143,110,1,165,2415,5,64
133,3010,2,1,914,1,103,24,115,142,3,1,1,0,3,121,1,219,2326,5,64
133,4065,1,2,194,1,70,28,115,142,2,0,1,169,67,123,12,234,2381,5,64
133,3069,2,0,1019,1,25,33,115,142,3,1,2,536,224,66,1,167,2324,5,64
133,3907,3,0,948,1,25,34,115,142,4,1,2,0,230,118,12,185,2413,5,64
135,5325,3,0,1199,0,80,38,31,86,4,1,2,270,313,121,2,1334,2511,5,261
135,3892,3,0,1454,1,80,39,31,86,4,1,1,289,342,28,2,1560,2440,5,261
135,2848,0,2,69,1,193,39,31,86,1,0,1,0,46,66,2,1388,2405,5,261
135,6014,2,2,939,1,98,39,31,86,3,0,1,135,175,85,2,1474,2389,5,261
135,879,1,2,366,0,98,42,31,86,2,1,1,40,90,130,2,1603,2436,5,261
135,1785,0,2,217,1,80,42,31,86,1,0,1,0,58,111,2,1395,2511,5,261
135,2238,1,2,613,1,116,43,31,86,2,0,1,0,61,49,2,1466,2406,5,261
135,5344,2,0,1326,1,112,45,31,86,3,1,1,411,260,57,2,1602,2217,5,261
135,1162,1,2,550,1,98,46,31,86,2,0,2,0,101,76,2,1555,2186,5,261
135,5440,0,2,56,0,141,46,31,86,1,0,1,0,45,86,2,1571,2515,5,261
135,1252,2,0,1093,1,98,46,31,86,3,0,0,172,145,17,2,1516,2533,5,261
135,3482,1,2,220,1,53,47,31,86,2,0,1,0,54,130,2,1512,2408,5,261
135,784,0,2,33,1,193,47,31,86,1,0,0,0,50,82,2,1401,2456,5,261
135,3265,1,2,319,1,196,50,31,86,2,0,1,930,80,119,2,1621,2381,5,261
135,4834,2,0,1019,1,98,50,31,86,3,1,1,294,232,55,2,1482,2516,5,261
135,4310,2,0,1019,1,112,50,31,86,3,0,0,186,104,23,2,1576,2298,5,261
135,5771,1,2,163,3,80,1,31,86,2,0,1,0,45,86,2,1548,2459,5,261
135,5729,2,2,809,0,82,1,31,86,3,2,2,0,216,115,2,1619,2165,5,261
135,5028,2,0,1241,1,98,1,31,86,3,0,1,336,146,32,2,1602,2459,5,261
135,6011,1,2,427,1,196,2,31,86,2,0,1,0,83,76,2,1335,2430,5,261
135,1164,0,2,213,1,98,2,31,86,1,0,1,0,51,120,2,1435,2408,5,261
135,3189,2,0,1339,1,80,5,31,86,3,0,1,304,224,32,2,1589,2242,5,261
135,4688,0,2,71,4,116,7,31,86,1,0,1,0,44,76,2,1524,2556,5,261
135,1513,2,0,1227,1,98,7,31,86,3,0,1,295,192,23,2,1624,2246,5,261
135,3212,0,2,202,4,80,9,31,86,1,0,1,0,43,57,2,1641,2187,5,261
135,520,3,0,1502,1,80,9,31,86,4,1,2,615,324,17,2,1624,2195,5,261
135,5468,0,2,119,0,18,12,31,86,1,0,1,0,31,66,2,1602,2174,5,261
135,5619,3,2,1199,4,82,12,31,86,4,1,3,161,267,118,2,1437,2289,5,261
135,3883,4,0,1542,1,80,13,31,86,4,1,3,971,447,17,2,1456,2380,5,261
135,3377,1,2,333,1,80,14,31,86,2,0,1,933,73,81,2,1437,2414,5,261
135,681,1,2,301,1,196,14,31,86,2,0,1,0,71,129,2,1441,2410,5,261
135,2643,3,0,1312,1,82,16,31,86,4,1,1,172,256,17,2,1622,2298,5,261
135,1932,4,0,1549,0,98,16,31,86,5,3,3,979,503,49,2,1406,2362,5,261
135,806,2,2,395,1,80,17,31,86,3,0,1,0,78,86,2,1604,2242,5,261
135,17,2,0,1155,0,80,17,31,86,3,1,0,152,220,32,2,1582,2275,5,261
135,3488,2,2,647,4,196,17,31,86,3,1,2,0,101,130,2,1441,2410,5,261
135,1887,2,0,1254,3,80,17,31,86,3,2,2,42,263,127,2,1477,2520,5,261
135,3334,1,2,620,0,80,18,31,86,2,0,1,0,108,57,2,1558,2176,5,261
135,5091,2,2,1320,4,196,18,31,86,3,1,1,0,295,126,2,1483,2339,5,261
135,2103,1,2,432,1,80,19,31,86,2,0,1,678,76,81,2,1571,2515,5,261
135,4728,3,0,1559,4,82,19,31,86,4,3,2,838,475,34,2,1583,2380,5,261
135,2608,0,2,171,1,18,19,31,86,1,0,1,0,45,86,2,1450,2319,5,261
135,4485,2,0,934,1,80,19,31,86,3,0,3,172,106,23,2,1573,2233,5,261
135,4668,1,2,192,4,196,22,31,86,2,0,1,0,71,86,2,1638,2237,5,261
135,5514,1,2,209,4,86,22,31,86,2,0,1,0,80,121,2,1496,2434,5,261
135,4401,3,0,1260,3,116,24,31,86,3,1,4,551,237,57,2,1266,2505,5,261
135,4599,2,0,1282,1,98,24,31,86,3,0,1,257,182,23,2,1461,2337,5,261
135,339,1,2,442,1,80,25,31,86,2,0,3,0,71,81,2,1560,2221,5,261
135,2707,2,0,1152,1,80,27,31,86,3,0,1,153,130,17,2,1578,2289,5,261
135,4645,1,2,370,1,98,28,31,86,2,0,1,800,72,76,2,1560,2512,5,261
135,4940,2,0,1417,1,80,28,31,86,3,1,0,202,254,17,2,1582,2242,5,261
135,550,1,2,506,1,98,32,31,86,2,0,1,0,90,117,2,1622,2362,5,261
135,5907,1,1,856,1,80,32,31,86,2,1,1,145,225,91,2,1638,2181,5,261
135,1444,3,0,1321,1,141,32,31,86,4,1,2,362,386,17,2,1470,2307,5,261
135,585,0,2,223,1,82,33,31,86,1,0,1,0,50,76,2,1598,2406,5,261
135,3328,1,2,220,1,82,33,31,86,2,0,1,0,95,86,2,1599,2323,5,261
135,5950,4,0,1536,0,98,33,31,86,5,2,2,774,450,40,2,1619,2329,5,261
135,3761,2,0,1080,0,80,34,31,86,3,1,1,118,183,17,2,1597,2256,5,261
135,701,0,2,91,0,192,34,31,86,1,0,1,0,36,130,2,1503,2390,5,261
135,1160,1,2,393,1,80,34,31,86,2,1,2,0,103,116,2,1517,2262,5,261
140,6094,1,0,620,3,53,38,81,61,2,0,2,539,171,49,0,2576,2627,0,91
140,1479,1,1,304,1,105,45,81,61,2,1,1,155,143,123,0,2673,2700,0,91
140,1906,2,0,804,1,93,2,81,61,3,1,2,756,289,66,0,2639,2707,0,91
140,1274,2,0,588,1,12,2,81,61,3,0,0,542,192,66,0,2611,2592,0,91
140,408,2,1,381,4,105,2,81,61,3,1,2,169,168,121,0,2676,2648,0,91
140,5101,2,1,493,1,112,3,81,61,3,1,2,203,182,128,0,2644,2656,0,91
140,1750,1,0,327,1,145,5,81,61,2,0,1,380,94,66,0,2682,2639,0,91
140,4516,2,0,729,1,188,7,81,61,3,1,2,535,199,76,0,2758,2688,0,91
140,1402,3,0,874,1,105,7,81,61,4,1,2,674,240,76,0,2694,2735,0,91
140,3638,1,0,462,1,53,7,81,61,2,0,1,555,83,66,0,2749,2687,0,91
140,1799,1,0,421,1,68,13,81,61,2,0,3,570,95,66,0,2731,2679,0,91
140,5685,4,0,706,1,196,13,81,61,5,1,2,546,255,88,0,2599,2653,0,91
140,5839,2,0,421,1,105,13,81,61,3,0,2,532,104,71,0,2678,2620,0,91
140,2189,1,2,358,1,66,19,81,61,2,0,1,120,100,124,0,2684,2717,0,91
140,4425,7,0,569,4,105,19,81,61,8,3,4,588,162,76,0,2673,2590,0,91
140,4483,2,0,770,1,105,19,81,61,3,0,2,749,168,76,0,2692,2595,0,91
140,1057,3,0,666,1,105,24,81,61,4,0,2,672,311,91,0,2611,2715,0,91
140,3267,2,0,349,4,53,24,81,61,3,1,2,204,302,128,0,2758,2707,0,91
140,4453,2,0,737,1,105,28,81,61,3,0,1,698,124,66,0,2684,2592,0,91
140,2275,1,2,119,0,196,29,81,61,2,0,1,81,93,86,0,2618,2726,0,91
140,1088,2,0,288,4,137,32,81,61,3,0,1,372,104,76,0,2752,2630,0,91
140,6088,1,0,336,1,105,33,81,61,2,0,2,536,86,71,0,2660,2599,0,91
140,1336,1,0,742,1,12,33,81,61,2,0,3,853,117,66,0,2790,2742,0,91
140,2898,1,0,184,4,112,33,81,61,2,0,2,458,85,71,0,2670,2703,0,91
140,766,3,0,810,1,105,40,81,61,4,1,1,542,288,66,0,2610,2584,0,91
140,4421,2,0,396,1,12,40,81,61,3,0,1,546,120,76,0,2663,2588,0,91
141,2661,2,0,474,1,68,38,72,61,2,0,2,574,98,81,0,2634,2476,0,78
141,5542,2,0,301,3,188,39,72,61,3,0,1,473,100,76,0,2744,2449,0,78
141,2150,1,1,91,4,105,46,72,61,2,0,1,54,104,129,0,2724,2426,0,78
141,4930,2,0,266,1,105,47,72,61,3,0,1,343,98,71,0,2744,2511,0,78
141,3696,1,0,245,1,12,7,72,61,2,0,1,284,151,76,0,2652,2451,0,78
141,1781,2,0,605,1,68,7,72,61,3,0,3,583,101,66,0,2629,2511,0,78
141,2635,1,0,381,0,145,13,72,61,2,0,2,618,101,66,0,2717,2471,0,78
141,1433,1,2,81,3,105,13,72,61,2,0,1,43,95,86,0,2649,2576,0,78
141,1557,1,0,164,1,196,14,72,61,2,0,1,321,88,71,0,2781,2529,0,78
141,3056,3,0,556,1,105,16,72,61,4,0,1,582,227,71,0,2623,2523,0,78
141,4802,2,0,202,0,145,18,72,61,3,0,1,291,7,96,0,2715,2592,0,78
141,4501,3,0,506,1,12,19,72,61,4,1,2,471,295,106,0,2727,2446,0,78
141,4565,2,0,418,1,145,22,72,61,3,0,2,566,9,81,0,2618,2465,0,78
141,1475,2,0,1063,0,145,25,72,61,3,0,1,321,138,76,0,2776,2536,0,78
141,827,2,0,512,1,105,28,72,61,3,0,2,543,120,66,0,2721,2462,0,78
141,2568,1,0,516,1,68,32,72,61,2,0,3,582,81,76,0,2650,2564,0,78
141,2910,2,0,187,1,145,34,72,61,2,0,1,365,95,76,0,2700,2436,0,78
145,1738,1,0,1151,1,193,38,103,121,2,0,1,682,117,66,20,607,2982,5,101
145,143,1,2,246,1,145,38,103,121,2,0,1,0,80,86,20,563,3065,5,101
145,2355,2,0,1045,1,145,39,103,121,3,0,1,655,188,40,20,534,3016,5,101
145,3447,2,0,1031,1,145,45,103,121,2,0,2,665,183,65,20,457,2948,5,101
145,2086,2,1,635,1,145,46,103,121,3,1,1,160,168,118,20,564,3073,5,101
145,1798,2,0,856,1,193,50,103,121,3,0,1,512,117,49,20,506,3010,5,101
145,4142,1,2,387,1,145,1,103,121,2,0,1,55,104,86,20,541,2970,5,101
145,3181,3,0,1350,1,193,1,103,121,4,1,2,791,422,45,20,611,2970,5,101
145,5646,3,0,1243,1,193,2,103,121,4,1,1,497,280,45,20,525,2954,5,101
145,1226,3,0,1223,1,145,7,103,121,4,1,2,495,267,57,20,525,2960,5,101
145,651,1,2,138,4,193,7,103,121,2,0,1,0,71,126,20,521,3068,5,101
145,2588,3,0,1043,1,145,12,103,121,4,0,2,646,122,49,20,538,2999,5,101
145,3253,1,2,180,1,53,13,103,121,2,0,2,0,54,76,20,594,3076,5,101
145,4693,1,2,119,0,145,16,103,121,2,0,1,54,101,91,20,590,3090,5,101
145,3764,2,0,958,1,145,24,103,121,3,0,2,680,175,57,20,489,2988,5,101
145,3140,3,0,926,1,25,29,103,121,3,1,1,628,278,66,20,552,3015,5,101
145,286,2,1,718,1,25,29,103,121,3,1,1,313,230,91,20,596,2966,5,101
145,655,1,0,458,0,196,40,103,121,2,0,4,525,93,66,20,446,2962,5,101
148,2364,3,0,1386,1,105,42,58,60,4,1,2,848,311,45,0,2354,2496,0,180
148,5919,2,0,794,1,112,43,58,60,5,2,2,576,479,132,0,2431,2387,0,180
148,2377,3,0,1414,1,80,43,58,60,0,1,2,974,304,40,0,2242,2597,0,180
148,3231,2,1,706,1,112,43,58,60,3,1,2,202,210,121,0,2340,2411,0,180
148,4681,1,2,532,1,105,46,58,60,2,0,1,598,105,81,0,2283,2606,0,180
148,314,2,0,588,1,105,47,58,60,3,1,0,351,149,66,0,2506,2620,0,180
148,6080,2,0,919,1,112,47,58,60,3,0,2,487,253,61,0,2170,2451,0,180
148,2710,1,0,829,1,22,1,58,60,2,0,1,507,83,71,0,2482,2424,0,180
148,4589,2,0,1118,1,188,1,58,60,3,0,2,580,183,76,0,2377,2467,0,180
148,3407,2,1,664,1,193,2,58,60,3,1,2,0,192,96,0,2358,2511,0,180
148,4650,0,2,131,1,112,2,58,60,1,0,1,789,53,76,0,2444,2621,0,180
148,3455,2,0,967,1,145,3,58,60,3,0,1,637,149,91,0,2378,2428,0,180
148,461,2,0,1177,1,112,7,58,60,3,1,2,558,244,40,0,2283,2479,0,180
148,5068,1,2,331,1,105,7,58,60,2,0,1,671,83,76,0,2378,2492,0,180
148,3625,2,0,1149,1,105,12,58,60,3,0,2,641,210,66,0,2324,2470,0,180
148,1821,3,0,1121,4,105,12,58,60,4,1,1,644,321,66,0,2486,2630,0,180
148,1671,2,0,1132,1,112,12,58,60,3,0,2,595,237,49,0,2378,2535,0,180
148,4304,4,0,1236,1,112,16,58,60,4,1,2,639,401,123,0,2444,2482,0,180
148,3563,2,0,1279,1,105,17,58,60,3,1,2,634,339,116,0,2342,2470,0,180
148,4988,4,0,1441,1,105,18,58,60,5,2,1,893,493,40,0,2185,2520,0,180
148,4620,1,2,224,0,145,19,58,60,2,0,1,26,71,76,0,2378,2492,0,180
148,843,2,0,882,1,112,22,58,60,3,0,1,547,162,66,0,2364,2373,0,180
148,1099,2,0,1003,4,112,22,58,60,3,1,2,778,251,66,0,2450,2518,0,180
148,4619,1,1,588,1,80,24,58,60,2,1,1,78,202,126,0,2403,2337,0,180
148,1389,2,0,970,1,112,24,58,60,3,1,2,671,204,96,0,2464,2494,0,180
148,3195,3,0,1232,1,12,24,58,60,4,1,3,581,340,52,0,2174,2545,0,180
148,627,2,0,972,3,105,25,58,60,3,0,1,522,192,49,0,2273,2516,0,180
148,5626,3,0,1113,1,105,27,58,60,4,0,2,555,270,57,0,2276,2571,0,180
148,3252,0,2,140,3,112,27,58,60,1,0,1,0,52,108,0,2202,2507,0,180
148,706,3,0,1345,1,105,28,58,60,4,2,2,558,422,96,0,2278,2475,0,180
148,101,2,1,484,1,12,31,58,60,3,1,1,143,149,106,0,2339,2423,0,180
148,3976,3,0,1440,1,105,33,58,60,4,2,3,669,490,123,0,2115,2487,0,180
148,2333,1,1,499,0,112,34,58,60,2,0,1,88,171,128,0,2460,2404,0,180
148,5448,2,2,421,0,12,34,58,60,3,1,2,0,116,116,0,2293,2492,0,180
151,3199,2,0,244,1,164,2,120,12,3,0,4,547,160,91,3,2711,222,6,25
151,1045,2,0,323,3,21,14,120,12,3,1,4,480,281,96,3,2735,241,6,25
151,5011,2,0,281,3,21,14,120,12,3,1,2,520,242,96,3,2747,225,6,25
151,4333,3,0,546,1,102,19,120,12,4,1,2,599,411,116,3,2725,245,6,25
151,2871,3,0,224,3,21,24,120,12,4,0,2,524,122,101,3,2787,216,6,25
151,3982,3,0,301,3,21,27,120,12,4,1,2,562,232,96,3,2730,233,6,25
154,1483,2,0,488,1,112,38,101,22,3,1,2,633,302,111,21,2697,370,6,182
154,1010,2,0,421,3,12,38,101,22,3,0,1,488,131,86,21,2652,323,6,182
154,3873,2,1,569,3,12,39,101,22,3,1,1,284,304,126,21,2802,382,6,182
154,1516,3,0,718,1,112,39,101,22,4,1,1,242,182,127,21,2569,441,6,182
154,33,2,0,484,4,112,42,101,22,3,1,2,241,164,115,21,2557,477,6,182
154,1413,3,0,622,1,12,42,101,22,4,1,1,490,285,94,21,2605,521,6,182
154,5557,3,0,653,1,21,43,101,22,3,0,1,572,183,81,21,2674,435,6,182
154,2944,2,0,572,1,112,46,101,22,3,1,3,622,196,96,21,2624,507,6,182
154,6116,2,0,421,3,112,46,101,22,3,1,2,1092,155,129,21,2618,411,6,182
154,4911,2,0,554,1,112,47,101,22,3,1,1,482,210,76,21,2836,397,6,182
154,5869,2,0,472,1,66,50,101,22,3,1,2,518,220,86,21,2619,333,6,182
154,4486,2,0,325,1,2,1,101,22,3,0,1,364,198,119,21,2630,396,6,182
154,1365,2,0,694,1,112,2,101,22,3,0,2,534,177,96,21,2660,552,6,182
