,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
677,0xad61,MUMRES05DEL02,28,4.700000,18.927584,72.832585,18.947584,72.852585,9:10,9:25,2,2,1,1,3,1.0,1,1,16.000000
678,0x8d9e,COIMBRES06DEL01,29,4.600000,11.021278,76.995017,11.091278,77.065017,19:45,19:60,4,1,2,1,2,1.0,1,1,15.000000
679,0xba19,BANGRES010DEL01,20,5.000000,12.933298,77.614293,13.043298,77.724293,19:60,20:15,0,1,2,2,3,1.0,1,3,30.000000
680,0xa862,INDORES07DEL01,38,4.800000,22.722634,75.886959,22.792634,75.956959,21:40,21:55,1,1,2,1,4,2.0,1,1,40.000000
681,0x8a73,CHENRES010DEL03,32,4.600000,13.066762,80.251865,13.096762,80.281865,17:45,17:60,0,3,1,2,4,1.0,1,1,15.000000
682,0x4a70,CHENRES15DEL03,24,4.700000,13.026286,80.275235,13.056286,80.305235,23:50,24:05,6,2,2,0,4,1.0,1,1,17.000000
683,0x6684,VADRES08DEL02,30,4.50,0.0,0.0,0.05,0.05,22:60,23:15,2,2,0,1,3,1.0,1,1,20.00
684,0x5fc,INDORES11DEL03,50,6.000000,22.751234,75.88949,22.781234,75.91949,,20:40,7,5,3,0,4,0.0,1,1,28.000000
685,0x89a6,BANGRES02DEL01,23,5.000000,12.970221,77.645396,13.010221,77.685396,15:50,15:60,3,3,0,2,3,1.0,1,1,16.000000
686,0x21b3,RANCHIRES19DEL01,20,4.800000,23.333017,85.3172,23.403017,85.3872,22:30,22:40,4,2,0,1,3,0.0,1,1,24.000000
687,0xa9a1,MUMRES08DEL01,26,3.900000,19.065838,72.832658,19.075838,72.842658,11:60,12:05,4,0,0,0,3,1.0,2,3,49.000000
688,0x28e5,VADRES19DEL01,20,4.900000,22.311844,73.165081,22.351844,73.205081,14:45,14:60,4,0,2,0,2,1.0,1,1,17.000000
689,0xc3c5,BHPRES03DEL03,36,4.600000,23.214294,77.435361,23.274294,77.495361,17:55,18:05,2,3,2,0,2,1.0,1,1,31.000000
690,0x2cf4,MUMRES06DEL02,39,4.900000,19.055831,72.833984,19.105831,72.883984,20:60,21:15,4,1,0,0,3,1.0,1,1,23.000000
691,0x7642,JAPRES11DEL01,38,4.900000,26.90294,75.793007,26.91294,75.803007,8:15,8:30,4,2,1,0,3,0.0,1,1,19.000000
692,0x9235,MUMRES08DEL03,27,4.500000,19.065838,72.832658,19.125838,72.892658,21:10,21:20,0,1,0,3,3,0.0,1,1,22.000000
693,0x1643,INDORES12DEL01,24,4.60000,22.74806,75.8934,22.81806,75.9634,23:50,23:55,1,2,1,2,3,1.0,1,4,25.00000
694,0x624c,MUMRES06DEL02,28,4.600000,19.055831,72.833984,19.135831,72.913984,23:20,23:35,1,2,1,2,3,0.0,1,1,29.000000
695,0x4bac,MYSRES02DEL01,28,4.600000,12.304569,76.643622,12.414569,76.753622,19:30,19:35,0,1,1,0,4,1.0,1,1,34.000000
696,0x658,INDORES06DEL01,30,4.000000,22.728163,75.884212,22.768163,75.924212,12:10,12:25,0,0,2,0,2,0.0,1,1,39.000000
697,0x2a5e,VADRES20DEL03,29,4.100000,22.311358,73.164798,22.341358,73.194798,19:45,19:60,4,1,0,1,3,1.0,1,1,42.000000
698,0x4fd0,INDORES19DEL01,30,5.000000,22.745536,75.893106,22.755536,75.903106,9:40,9:45,4,2,2,1,4,1.0,1,1,19.000000
699,0x231e,BANGRES20DEL01,0,,12.972161,77.596014,12.982161,77.606014,,10:30,6,2,2,0,4,0.0,1,1,14.000000
700,0x46cb,SURRES17DEL02,37,5.000000,21.149569,72.772697,21.199569,72.822697,20:20,20:30,6,1,2,0,4,0.0,1,1,33.000000
701,0xa92c,BANGRES02DEL03,37,4.800000,12.970221,77.645396,13.000221,77.675396,22:45,22:55,2,2,2,1,3,1.0,1,1,22.000000
702,0x8aff,CHENRES01DEL02,29,4.800000,13.005801,80.250744,13.085801,80.330744,21:45,21:55,0,1,0,2,3,2.0,1,1,43.000000
703,0x4400,JAPRES04DEL03,38,5.000000,26.902328,75.794257,26.992328,75.884257,18:20,18:35,0,3,2,3,4,2.0,1,1,42.000000
704,0x788,COIMBRES03DEL01,25,4.700000,11.025083,77.015393,11.095083,77.085393,22:35,22:50,2,2,1,3,4,0.0,1,1,19.000000
705,0x649b,COIMBRES01DEL02,34,4.800000,11.016298,76.972076,11.066298,77.022076,23:60,24:15,3,2,2,3,4,1.0,1,1,29.000000
706,0xbf71,GOARES14DEL01,34,4.700000,15.157944,73.950889,15.227944,74.020889,21:20,21:25,4,1,1,1,3,1.0,1,1,20.000000
707,0x1241,MUMRES20DEL02,24,5.000000,19.103249,72.846749,19.233249,72.976749,20:15,20:30,3,1,0,2,3,0.0,1,1,29.000000
708,0x5b0f,VADRES17DEL02,24,4.70,0.0,0.0,0.08,0.08,19:40,19:45,4,1,2,1,3,0.0,1,3,12.00
709,0xb3db,MYSRES18DEL01,21,4.600000,12.337928,76.617889,12.377928,76.657889,13:40,13:50,2,0,1,2,4,0.0,1,4,14.000000
710,0x9e9a,PUNERES20DEL03,39,4.600000,18.592718,73.773572,18.652718,73.833572,17:15,17:30,3,3,2,3,2,0.0,1,1,34.000000
711,0x87eb,VADRES18DEL02,20,4.70,0.0,0.0,0.08,0.08,22:25,22:35,6,2,0,1,3,1.0,1,1,22.00
712,0x5db,HYDRES06DEL01,0,,17.455894,78.375467,17.525894,78.445467,17:45,17:55,0,3,0,0,3,0.0,2,1,47.000000
713,0x928e,RANCHIRES18DEL03,24,4.500000,23.351489,85.324253,23.441489,85.414253,19:25,19:40,2,1,1,3,4,1.0,1,3,19.000000
714,0xd3bd,KOLRES01DEL03,35,4.800000,22.514688,88.393294,22.604688,88.483294,17:50,17:55,2,3,1,2,3,1.0,1,1,24.000000
715,0x2074,JAPRES14DEL01,26,4.900000,26.88842,75.800689,26.89842,75.810689,11:15,11:25,4,0,2,3,4,0.0,1,3,13.000000
716,0x6485,INDORES14DEL03,29,4.600000,22.761593,75.886362,22.821593,75.946362,17:15,17:20,2,3,2,2,2,1.0,1,1,22.000000
717,0x1b5a,PUNERES05DEL01,0,,18.543626,73.905101,18.653626,74.015101,,22:35,2,2,2,3,2,0.0,1,3,11.000000
718,0x31c6,CHENRES03DEL01,30,4.700000,13.091809,80.219104,13.101809,80.229104,8:50,8:60,4,2,1,0,4,1.0,1,1,16.000000
719,0xad9b,COIMBRES15DEL01,22,4.800000,11.006686,76.951736,11.116686,77.061736,22:15,22:30,6,2,2,3,3,0.0,1,3,12.000000
720,0x805f,PUNERES19DEL01,33,4.400000,18.563934,73.915367,18.673935,74.025367,20:25,20:30,0,1,2,1,2,0.0,1,3,43.000000
721,0xa71,CHENRES18DEL01,31,4.600000,12.981615,80.231598,13.091615,80.341598,20:20,20:25,4,1,2,2,4,0.0,1,1,18.000000
722,0xcea9,AURGRES03DEL03,36,4.900000,19.874733,75.353942,19.934733,75.413942,18:10,18:20,4,3,1,2,4,0.0,1,3,19.000000
723,0x51f7,SURRES01DEL01,27,4.600000,21.186438,72.794115,21.296438,72.904115,20:25,20:40,0,1,0,3,3,1.0,1,1,40.000000
724,0x2934,INDORES09DEL01,22,4.500000,22.725835,75.887648,22.765835,75.927648,12:35,12:50,6,0,1,2,4,1.0,1,1,11.000000
725,0x28b5,MUMRES06DEL02,33,4.700000,19.055831,72.833984,19.105831,72.883984,20:60,21:10,3,1,1,0,3,,1,1,27.000000
726,0x267d,SURRES20DEL02,34,4.800000,21.15276,72.778059,21.20276,72.828059,23:20,23:35,6,2,2,3,4,1.0,1,1,26.000000
727,0x9b95,CHENRES03DEL01,27,4.800000,13.091809,80.219104,13.161809,80.289104,18:10,18:25,3,3,2,1,3,1.0,1,1,19.000000
728,0xc10e,AGRRES03DEL01,0,,27.160832,78.011608,27.200832,78.051608,,16:15,7,5,3,3,4,1.0,1,1,28.000000
729,0xd613,LUDHRES17DEL02,39,4.500000,30.893384,75.821202,30.913384,75.841202,9:50,9:55,3,2,1,1,4,0.0,1,1,26.000000
730,0xd15f,AURGRES07DEL02,28,4.800000,19.875908,75.358888,19.955908,75.438888,21:55,22:05,4,1,2,0,4,1.0,1,1,22.000000
731,0x66b0,HYDRES010DEL03,27,4.700000,17.428294,78.404423,17.518294,78.494423,20:55,21:05,4,1,1,1,3,,1,1,13.000000
732,0x8e2a,HYDRES20DEL01,20,4.800000,17.483216,78.552111,17.593216,78.662111,17:40,17:45,6,3,0,2,3,1.0,1,1,26.000000
733,0x928d,MUMRES13DEL01,28,4.300000,19.178321,72.834715,19.248321,72.904715,20:20,20:35,3,1,0,2,3,1.0,1,3,32.000000
734,0xb03,HYDRES20DEL01,30,4.500000,17.483216,78.552111,17.553216,78.622111,20:50,20:55,6,1,1,1,4,1.0,1,1,38.000000
735,0x631e,HYDRES18DEL02,30,4.800000,17.450851,78.379347,17.470851,78.399347,8:15,8:25,3,2,1,3,3,0.0,1,1,23.000000
736,0x520d,SURRES17DEL02,21,4.600000,21.149569,72.772697,21.199569,72.822697,21:30,21:35,3,1,1,3,4,0.0,1,1,20.000000
737,0xb280,MYSRES05DEL02,34,4.400000,12.323978,76.627961,12.343978,76.647961,9:50,10:05,3,2,0,1,3,0.0,1,1,21.000000
738,0xced7,KOCRES04DEL02,20,4.800000,9.966783,76.242981,10.096783,76.372981,18:10,18:15,3,3,0,3,3,0.0,1,1,20.000000
739,0x6322,RANCHIRES14DEL03,25,4.90,0.0,0.0,0.06,0.06,23:35,23:50,2,2,1,2,3,1.0,1,1,16.00
740,0xce1a,KNPRES11DEL02,21,4.600000,26.474986,80.342796,26.494986,80.362796,9:15,9:30,4,2,0,1,3,1.0,1,3,10.000000
741,0x8257,MYSRES15DEL01,27,4.600000,12.352058,76.60665,12.422058,76.67665,19:55,20:05,1,1,0,1,3,2.0,2,1,44.000000
742,0xd480,AURGRES02DEL02,21,4.70,0.0,0.0,0.02,0.02,11:50,11:60,2,0,0,1,3,0.0,1,3,15.00
743,0x6773,PUNERES18DEL02,20,4.500000,18.593481,73.785901,18.673481,73.865901,19:10,19:25,4,1,2,2,2,0.0,1,4,13.000000
744,0xa47d,MYSRES02DEL03,39,4.500000,12.304569,76.643622,12.364569,76.703622,23:35,23:45,3,2,0,3,3,1.0,1,1,20.000000
745,0xe0b4,KOCRES04DEL01,27,5.000000,9.966783,76.242981,10.076783,76.352981,21:60,22:10,3,1,1,3,4,1.0,1,1,22.000000
746,0x5389,BANGRES08DEL02,25,4.600000,12.906229,77.596791,12.956229,77.646791,21:20,21:30,1,1,2,0,4,1.0,1,4,33.000000
747,0xa190,HYDRES20DEL02,26,5.000000,17.483216,78.552111,17.503216,78.572111,8:35,8:50,6,2,2,1,4,1.0,1,1,14.000000
748,0x7a90,SURRES14DEL01,26,4.900000,21.157729,72.768726,21.227729,72.838726,21:15,21:20,6,1,2,3,4,0.0,1,1,26.000000
749,0x7335,BANGRES11DEL01,39,4.900000,12.934365,77.616155,13.044365,77.726155,19:10,19:20,3,1,2,1,2,1.0,1,3,29.000000
750,0x1f9c,BANGRES01DEL02,26,4.200000,12.933284,77.615428,13.063284,77.745428,21:60,22:05,2,1,0,2,3,1.0,2,1,39.000000
751,0x152b,SURRES20DEL01,38,5.000000,21.15276,72.778059,21.16276,72.788059,9:30,9:35,3,2,1,1,3,1.0,1,1,27.000000
752,0xa7c9,BANGRES13DEL02,33,4.700000,12.935662,77.61413,12.955662,77.63413,8:45,8:50,1,2,2,3,4,0.0,1,1,15.000000
753,0x8f09,CHENRES02DEL01,28,4.700000,13.086438,80.220672,13.196438,80.330672,21:60,22:05,1,1,1,1,3,1.0,1,3,30.000000
754,0xa565,MYSRES20DEL02,23,4.600000,12.337978,76.616792,12.417978,76.696792,17:45,17:50,4,3,2,0,4,0.0,1,3,15.000000
755,0x8f19,PUNERES14DEL01,38,4.700000,18.516216,73.842527,18.626216,73.952527,19:60,20:10,1,1,0,0,3,2.0,1,1,49.000000
756,0x6f8b,HYDRES03DEL02,33,4.100000,17.422819,78.449578,17.502819,78.529578,20:35,20:40,6,1,0,1,3,1.0,2,3,40.000000
757,0xc26c,AURGRES08DEL02,36,4.900000,19.876428,75.364792,19.926428,75.414792,23:35,23:40,0,2,2,0,3,0.0,1,3,17.000000
758,0x8444,BANGRES09DEL01,30,4.900000,12.934179,77.615797,13.004179,77.685797,23:45,23:50,2,2,2,3,4,1.0,1,1,16.000000
759,0x791c,MUMRES09DEL03,27,4.500000,18.994049,72.825203,19.054049,72.885203,18:40,18:45,0,3,1,3,4,1.0,1,3,11.000000
760,0xdf82,GOARES16DEL03,27,5.000000,15.498603,73.826911,15.588603,73.916911,20:50,21:05,6,1,2,2,4,1.0,1,4,21.000000
761,0x6aca,RANCHIRES13DEL01,38,4.800000,23.374989,85.335486,23.444989,85.405486,21:10,21:20,4,1,2,1,2,0.0,1,1,19.000000
762,0x2b76,PUNERES13DEL01,25,4.900000,18.56245,73.916619,18.57245,73.926619,11:50,11:55,6,0,2,0,4,1.0,1,1,29.000000
763,0xd8b,CHENRES010DEL02,24,4.800000,13.066762,80.251865,13.086762,80.271865,10:20,10:25,4,2,0,3,3,0.0,1,1,17.000000
764,0x94fb,HYDRES16DEL02,25,4.300000,17.440827,78.393391,17.570827,78.523391,20:60,21:10,2,1,0,2,3,2.0,1,1,38.000000
765,0x8155,INDORES01DEL02,30,4.900000,22.695207,75.866059,22.825207,75.996059,23:55,24:05,1,2,1,2,4,1.0,1,1,27.000000
766,0x7c2e,JAPRES12DEL03,36,4.700000,26.902908,75.792934,26.992908,75.882934,21:45,21:50,1,1,0,2,3,1.0,2,1,47.000000
767,0xafaf,MUMRES04DEL01,26,4.700000,19.254567,72.848923,19.324567,72.918923,20:60,21:15,0,1,0,0,3,1.0,1,1,41.000000
768,0xdb42,ALHRES02DEL01,35,4.700000,25.453436,81.833167,25.493436,81.873167,14:45,14:50,0,0,2,1,4,1.0,1,1,29.000000
769,0xd4b,RANCHIRES010DEL01,0,,23.354422,85.3329,23.394422,85.3729,,15:05,7,5,1,2,4,1.0,1,1,22.000000
770,0x9e46,VADRES010DEL01,29,4.700000,22.310329,73.169083,22.320329,73.179083,11:15,11:30,1,0,1,1,3,1.0,1,3,30.000000
771,0x8dda,PUNERES17DEL02,23,4.500000,18.530963,73.828972,18.580963,73.878972,18:60,19:10,2,3,0,0,3,0.0,1,3,18.000000
772,0xd31d,ALHRES11DEL01,32,4.90,0.0,0.0,0.04,0.04,13:10,13:15,6,0,1,2,3,0.0,1,1,30.00
773,0x223a,INDORES15DEL03,24,5.000000,22.760072,75.892574,22.850072,75.982574,22:20,22:30,1,2,1,2,4,1.0,1,1,26.000000
774,0x7105,PUNERES17DEL01,34,4.900000,18.530963,73.828972,18.600963,73.898972,17:20,17:25,1,3,1,2,3,1.0,1,1,30.000000
775,0x8fd5,HYDRES18DEL02,36,4.200000,17.450851,78.379347,17.470851,78.399347,9:25,9:40,2,2,0,3,3,1.0,1,1,23.000000
776,0xcac7,KOCRES16DEL01,25,4.600000,10.003064,76.307589,10.073064,76.377589,21:20,21:30,4,1,0,1,3,,1,3,19.000000
777,0x184a,BANGRES09DEL02,34,4.900000,12.934179,77.615797,13.064179,77.745797,23:10,23:15,6,2,2,1,3,1.0,1,1,20.000000
778,0x732f,VADRES12DEL02,36,4.90,0.0,0.0,0.05,0.05,22:15,22:30,4,2,0,0,3,1.0,1,1,28.00
779,0xa3ab,HYDRES15DEL01,34,4.600000,17.45971,78.368855,17.49971,78.408855,13:45,13:50,4,0,1,1,3,0.0,1,1,22.000000
780,0x3c7f,MYSRES09DEL03,22,5.000000,12.323194,76.630583,12.383194,76.690583,17:15,17:30,6,3,0,2,3,1.0,1,1,21.000000
781,0x959f,SURRES19DEL03,35,4.300000,21.149669,72.772629,21.179669,72.802629,23:20,23:35,3,2,0,0,3,1.0,1,1,32.000000
782,0xe259,AGRRES04DEL01,33,4.700000,27.195928,77.998092,27.205928,78.008092,10:20,10:25,0,2,0,2,3,1.0,1,1,25.000000
783,0x91f7,JAPRES19DEL02,34,4.200000,26.913726,75.75282,26.963726,75.80282,21:40,21:45,1,1,2,1,2,1.0,1,1,37.000000
784,0xd6f0,LUDHRES18DEL03,20,4.700000,30.890184,75.829615,30.920184,75.859615,17:60,18:05,4,3,2,0,3,0.0,1,3,10.000000
785,0x5011,JAPRES13DEL03,27,5.000000,26.846156,75.8023,26.906156,75.8623,17:55,18:05,6,3,0,0,3,1.0,1,1,28.000000
786,0xc2aa,LUDHRES20DEL03,21,4.800000,30.885915,75.788259,31.025915,75.928259,21:30,21:45,6,1,0,3,3,1.0,1,1,31.000000
787,0x830b,PUNERES19DEL03,37,4.000000,18.563934,73.915367,18.593934,73.945367,17:50,17:55,2,3,0,2,3,1.0,1,1,33.000000
788,0xb5e8,VADRES02DEL02,24,4.00,0.0,0.0,0.08,0.08,18:30,18:35,0,3,1,1,3,1.0,1,3,36.00
789,0x9bf6,MUMRES03DEL02,31,4.500000,19.22384,72.841347,19.30384,72.921347,18:50,19:05,2,3,2,1,2,1.0,1,1,28.000000
790,0x6fa2,MUMRES05DEL01,25,4.900000,18.927584,72.832585,19.037584,72.942585,19:25,19:35,0,1,0,3,3,0.0,1,1,46.000000
791,0xc77b,DEHRES20DEL03,25,4.90,0.0,0.0,0.09,0.09,22:15,22:25,2,2,1,3,4,1.0,1,4,16.00
792,0xbeb2,JAPRES18DEL03,20,4.800000,26.913987,75.752891,27.003987,75.842891,19:25,19:40,4,1,2,2,4,1.0,1,1,24.000000
793,0xc3a4,DEHRES09DEL01,32,4.800000,30.332735,78.054222,30.342735,78.064222,8:50,9:05,6,2,1,0,4,1.0,1,1,29.000000
794,0x564c,HYDRES11DEL01,36,4.100000,17.430448,78.418213,17.440448,78.428213,8:20,8:25,6,2,0,1,3,0.0,1,1,21.000000
795,0x6b3d,RANCHIRES09DEL02,32,4.600000,23.351058,85.325731,23.371058,85.345731,10:40,10:50,6,2,2,0,4,1.0,1,1,24.000000
796,0x923c,COIMBRES010DEL03,34,4.100000,11.003008,76.97544,11.033008,77.00544,23:35,23:50,2,2,0,0,3,0.0,1,3,24.000000
797,0xd696,LUDHRES05DEL01,34,5.000000,30.905562,75.832841,30.945562,75.872841,16:30,16:35,0,3,0,1,3,1.0,1,1,34.000000
798,0x43b2,VADRES05DEL03,28,4.800000,22.310526,73.170937,22.340526,73.200937,17:25,17:35,0,3,2,2,3,0.0,1,1,17.000000
799,0x79ab,MUMRES09DEL02,23,4.700000,18.994049,72.825203,19.124049,72.955203,23:45,23:50,3,2,1,0,4,0.0,1,3,18.000000
800,0x3b05,CHENRES19DEL01,35,4.700000,12.986047,80.218114,13.026047,80.258114,13:20,13:35,3,0,2,3,4,1.0,1,3,28.000000
801,0xd8d2,KOCRES01DEL03,29,4.700000,9.979363,76.285001,10.069363,76.375001,22:20,22:25,4,2,1,1,3,1.0,1,1,30.000000
802,0x9f6c,CHENRES02DEL01,38,4.700000,13.086438,80.220672,13.096438,80.230672,9:50,10:05,0,2,1,1,3,1.0,1,4,17.000000
803,0x9d6d,CHENRES19DEL03,37,4.600000,12.986047,80.218114,13.046047,80.278114,21:20,21:30,4,1,1,2,4,1.0,1,1,22.000000
804,0xaca7,COIMBRES01DEL01,22,4.900000,11.016298,76.972076,11.086298,77.042076,19:10,19:20,4,1,1,3,3,1.0,1,3,24.000000
805,0x5afe,COIMBRES13DEL02,30,4.700000,11.003669,76.976494,11.023669,76.996494,8:20,8:25,1,2,0,0,3,,1,1,22.000000
806,0xba2f,CHENRES12DEL03,20,4.800000,12.972793,80.249982,13.062793,80.339982,22:10,22:20,3,2,1,3,4,0.0,1,1,11.000000
807,0xaef3,BANGRES20DEL01,28,4.800000,12.972161,77.596014,13.082161,77.706014,17:10,17:15,3,3,1,3,4,0.0,1,1,21.000000
808,0x8513,INDORES05DEL03,39,4.600000,22.727021,75.884167,22.787021,75.944167,18:45,18:55,1,3,0,2,3,0.0,1,3,29.000000
809,0xdd49,GOARES15DEL03,35,4.70000,15.51315,73.78346,15.57315,73.84346,20:60,21:15,3,1,2,1,3,1.0,1,1,26.00000
810,0x7f1,SURRES05DEL03,26,4.900000,21.175104,72.804342,21.265104,72.894342,21:15,21:20,1,1,0,3,3,1.0,1,1,42.000000
811,0x4f03,MYSRES17DEL01,32,4.900000,12.326356,76.619103,12.336356,76.629103,8:35,8:45,6,2,1,3,3,1.0,1,1,28.000000
812,0x4eb7,COIMBRES12DEL01,25,4.800000,11.000762,76.981876,11.040762,77.021876,14:25,14:35,2,0,0,1,3,1.0,1,1,32.000000
813,0x3837,INDORES03DEL03,34,4.500000,22.751857,75.866699,22.811857,75.926699,20:30,20:45,4,1,1,0,4,1.0,1,3,24.000000
814,0xa42a,COIMBRES08DEL03,34,4.000000,11.001852,76.976268,11.031852,77.006268,17:40,17:55,3,3,1,2,4,1.0,1,3,32.000000
815,0x2e33,SURRES03DEL02,29,4.900000,21.186884,72.793616,21.316884,72.923616,23:25,23:30,2,2,0,1,3,0.0,1,1,20.000000
816,0xa2b8,RANCHIRES16DEL03,35,4.700000,23.371292,85.327872,23.431292,85.387872,20:35,20:50,2,1,1,2,3,0.0,1,1,26.000000
817,0xa587,JAPRES19DEL02,21,4.500000,26.913726,75.75282,26.963726,75.80282,20:55,21:05,0,1,0,2,3,0.0,1,1,27.000000
818,0xbca6,RANCHIRES07DEL01,35,5.000000,23.359407,85.325055,23.399407,85.365055,14:35,14:50,2,0,2,3,4,1.0,1,1,33.000000
819,0x8335,INDORES15DEL02,38,4.300000,22.760072,75.892574,22.890072,76.022574,21:40,21:45,2,1,1,1,4,1.0,1,1,31.000000
820,0x8bd3,INDORES07DEL03,23,4.700000,22.722634,75.886959,22.812634,75.976959,22:20,22:30,3,2,0,0,3,1.0,1,1,22.000000
821,0x947f,COIMBRES010DEL01,24,4.600000,11.003008,76.97544,11.043008,77.01544,16:50,16:60,2,3,2,1,4,1.0,1,1,26.000000
822,0x551e,HYDRES02DEL02,28,4.800000,17.41233,78.449654,17.46233,78.499654,22:20,22:25,0,2,0,3,3,1.0,1,3,20.000000
823,0xcd16,LUDHRES010DEL02,21,4.600000,30.89286,75.822199,31.02286,75.952199,19:30,19:40,1,1,1,2,4,,1,3,30.000000
824,0x7429,BANGRES18DEL01,22,4.700000,12.913041,77.683237,12.983041,77.753237,19:20,19:25,4,1,1,2,3,0.0,1,3,17.000000
825,0x520f,CHENRES01DEL02,33,4.900000,13.005801,80.250744,13.085801,80.330744,20:15,20:20,4,1,1,3,3,1.0,1,1,15.000000
826,0x7d7c,RANCHIRES06DEL03,34,3.700000,23.357804,85.325146,23.447804,85.415146,17:30,17:40,2,3,1,3,3,1.0,1,1,31.000000
827,0x453b,CHENRES18DEL02,29,4.600000,12.981615,80.231598,13.111615,80.361598,20:55,20:60,3,1,1,0,3,1.0,1,1,16.000000
828,0xc7fa,KOLRES03DEL02,0,,22.526461,88.364453,22.606461,88.444453,,18:35,4,3,2,1,2,1.0,1,1,15.000000
829,0x9ce0,RANCHIRES07DEL01,38,4.300000,23.359407,85.325055,23.399407,85.365055,12:60,13:15,0,0,0,2,3,1.0,1,3,31.000000
830,0x84e9,BANGRES14DEL03,21,4.700000,12.949934,77.699386,13.009934,77.759386,20:10,20:15,6,1,2,3,4,1.0,1,1,22.000000
831,0xa4ab,COIMBRES12DEL01,21,4.600000,11.000762,76.981876,11.010762,76.991876,9:40,9:50,2,2,1,1,4,0.0,1,1,16.000000
832,0x7b68,SURRES13DEL03,36,4.500000,21.170096,72.789122,21.230096,72.849122,17:35,17:45,4,3,1,3,3,0.0,1,3,18.000000
833,0x5ec8,SURRES01DEL03,28,4.800000,21.186438,72.794115,21.246438,72.854115,17:55,17:60,0,3,0,1,3,1.0,1,3,29.000000
834,0x19cc,CHENRES01DEL02,21,4.800000,13.005801,80.250744,13.085801,80.330744,23:25,23:35,1,2,1,0,3,1.0,1,1,24.000000
835,0x8c99,CHENRES08DEL02,33,4.700000,13.022394,80.242439,13.102394,80.322439,22:40,22:50,4,2,2,1,4,1.0,1,1,22.000000
836,0x114c,MUMRES14DEL03,0,,19.1813,72.836191,19.2113,72.866191,,20:35,7,5,2,0,4,1.0,1,1,32.000000
837,0x1686,MYSRES18DEL03,35,4.400000,12.337928,76.617889,12.427928,76.707889,18:20,18:35,3,3,1,1,3,1.0,1,1,31.000000
838,0x793d,MYSRES010DEL02,23,4.700000,12.321214,76.621094,12.401214,76.701094,17:35,17:40,3,3,0,0,3,1.0,1,3,29.000000
839,0x751,INDORES01DEL02,0,,22.695207,75.866059,22.825207,75.996059,,17:15,0,3,0,0,3,2.0,1,3,48.000000
840,0xb9b1,PUNERES11DEL02,22,4.600000,18.533811,73.899315,18.663811,74.029315,21:35,21:45,0,1,0,1,3,2.0,1,1,49.000000
841,0xae10,PUNERES06DEL01,35,4.300000,18.546258,73.904337,18.616258,73.974337,18:40,18:55,2,3,1,1,4,1.0,1,1,37.000000
842,0x15a1,BANGRES05DEL01,25,4.300000,12.970324,77.645748,12.980324,77.655748,10:60,11:10,2,2,0,2,3,0.0,1,1,25.000000
843,0x861f,RANCHIRES09DEL03,39,4.300000,23.351058,85.325731,23.441058,85.415731,18:30,18:35,2,3,1,0,4,1.0,1,3,33.000000
844,0x97c1,COIMBRES12DEL03,23,4.500000,11.000762,76.981876,11.060762,77.041876,20:15,20:20,2,1,1,1,4,0.0,1,1,25.000000
845,0xbd32,MYSRES07DEL03,22,4.600000,12.325461,76.632278,12.355461,76.662278,22:10,22:25,0,2,0,0,3,0.0,1,1,17.000000
846,0xbab0,HYDRES06DEL02,26,4.700000,17.455894,78.375467,17.535894,78.455467,18:45,18:60,0,3,1,1,4,1.0,1,1,28.000000
847,0x3a09,INDORES08DEL01,38,4.600000,22.725748,75.898497,22.795748,75.968497,23:15,23:30,0,2,1,3,4,0.0,1,3,30.000000
848,0xced2,KOCRES06DEL02,36,4.700000,9.982834,76.283268,10.002834,76.303268,10:55,11:10,3,2,1,1,3,0.0,1,1,22.000000
849,0x2bce,INDORES06DEL01,20,5.000000,22.728163,75.884212,22.768163,75.924212,14:50,14:60,6,0,1,1,4,1.0,1,1,20.000000
850,0xd392,KOLRES08DEL01,34,4.800000,22.53796,88.349843,22.64796,88.459843,22:15,22:25,3,2,2,2,2,1.0,1,3,21.000000
851,0x77b1,SURRES12DEL01,27,5.000000,21.183434,72.814492,21.223434,72.854492,12:55,13:05,1,0,1,1,3,1.0,1,1,22.000000
852,0x2821,CHENRES17DEL03,30,4.800000,13.045479,80.23311,13.075479,80.26311,23:30,23:35,1,2,0,0,3,1.0,1,1,28.000000
853,0x7d8c,INDORES06DEL02,27,4.500000,22.728163,75.884212,22.778163,75.934212,22:15,22:30,2,2,1,2,4,0.0,1,3,16.000000
854,0x7070,MYSRES11DEL02,36,4.100000,12.323225,76.630028,12.453225,76.760028,18:50,18:60,3,3,2,2,4,2.0,1,1,38.000000
855,0x5374,RANCHIRES06DEL02,22,4.500000,23.357804,85.325146,23.377804,85.345146,8:20,8:35,3,2,1,2,4,0.0,1,1,15.000000
856,0xd45e,LUDHRES12DEL03,29,4.800000,30.893244,75.821817,30.983244,75.911817,21:10,21:20,4,1,0,2,3,1.0,1,1,15.000000
857,0x884b,BANGRES19DEL01,25,4.800000,12.914264,77.6784,12.984264,77.7484,17:20,17:30,2,3,0,2,3,1.0,1,1,26.000000
